文件	增长	通胀	货币政策	市场
20100830 bca.usis_wr SUDDEN STOP	"当前经济数据表现这么差，而股市竟然还没有大跌，这已经很不容易了。（最近一个月BCA很喜欢引用Citi惊喜指数）。最新的又一个不好的数据是核心资本品订单——要知道企业部门是当前不错的部门——不过这个数据波动大。
  Trend Growth是一个极度重要的概念an extremely important dividing line; 如果增长高于趋势，那么复苏就可以自我加强，例如就业/信心改善；如果增长不及趋势，那么失业会上升，增长没能触及""stall speed""，政府修复赤字的能力也会减弱。越是长期低于趋势，那么通缩风险也越严重。"		上周伯南克在Jackson Hole的讲话，没有明确宣布QE2，但也给了许多强烈的信号。	
20100830 瑞银证券 汪涛	房地产建设几乎未显示出多少下滑迹象，而出口增长仍强劲。基础设施建设相关的投资增速已大幅回落，房地产投资也开始降温。预计随后房地产投资和建设活动将更显著地放缓。（事实上，2011H1房地产新开工非常强，为何没有看到？）			
20100831 BCA ems	EM在全球股票走弱的情况下outperform是不可持续的。技术性原因是部分流动性较差的防御性股票表现较好。（大约outperform了10%，不多）			
20100901 BCA cis	中国房地产有所回暖，一线城市交易量在7-8月在回暖。虽然房地产政策在收紧，但货币仍然宽松。（这个insight好）Chart 1 预测domestic credit将要回升。			
20100901 bca.bca_mp Fraying At The Edges; The Outlook For Global Equities	"[经济的当前阶段放缓让人失望]
 时间似乎没有站在美国经济这一边，随着时间的流逝，美国经济并没有实现持续复苏。有一些人提出说，在刚开始复苏以后，有一个短暂的回落也很政策。这是一派胡言！打个比方，如果是急速冲刺以后，稍微喘口气这完全可以理解；但当前美国经济更像是刚刚从沙发上站起来，走到另一个房间那个遥控器，现在就要喘口气休息，这多么的令人失望！
  本次主要讨论的是美国增长，没有讨论欧洲。

[进一步的刺激手段是有限的]
  当前可以进一步QE，当前10年期收益率已经跌至2.6%，并不清楚QE2可以多大程度上进一步压低收益率。更关键的是，经济本来也并没有因为借贷成本过高而受影响，因此进一步压低债券收益率的直接影响是不确定的。不过QE可以通过推升风险资产价格等金融渠道发挥作用。
  最有效的手段其实是暂停payroll tax，一年可以少征9000亿美元的税，而联储购买对应的财政部发的债券。不过在11月总统大选前，是几乎没有可能推出这个政策的。
  我们只能最终寄希望于经济的自发修复过程将足以让经济可持续了吧。"	我们在构造Core goods的时候，剔除了二手车，因为这个数据波动难以解释。我们也剔除了烟草，因为这个价格更多跟税有关，与供给需求都没太有关系。	"[QE2可能推出]
  但进一步货币刺激的效果存疑。"	"（其实宏观分析能够对大类资产给出的周期性建议是有限的，在当前这种经济走势并不确定，没有趋势的情况下，可能就是没有很好的建议）
  Deciding on an investment strategy is especially difficult when there is not strong conviction about the economic outlook. It is not a time to take big risks.
  不宜将当前的债券市场看作一个泡沫。
（BCA也是给出house view，对股债都是中性配置）"
20100901 bca.usbs_wr QE HOW MUCH MORE	"QE有多大作用？要准确区分并不容易，我们分为两步。第一步是聚焦于term premium, TP是投资者对于未来许多不确定性——增长、通胀以及未来货币政策——的要求的补偿，这个尽可能的剔除了当前增长、通胀本身的影响。第二步是观察关键政策公布日期的tp变动。我们找了5个关键日期，详见Table 1。我们本来也做过联储BS月度变动对收益率的影响，结果是没啥影响。也就是说，我们总体上，是发现QE对收益率的影响，很大程度上在宣布当天已经大体实现了。
  我们总体发现，每购买1万亿国债，国债收益率大约下降70bp。这与联储自己的研究大体类似，详见“Large Scale Asset Purchases by the Federal Reserve: Did They Work?” FRBNY Staff Report 441, March 2010. 
  当前市场大体下降了21bp，我们的理解是，市场已经price in了30%的1万亿购债计划。
  总体来说，联储当前处境不佳，进一步政策效果也存疑。最好的情况是财政刺激（与联储自己看法是一样的，投资者其实也普遍这么看）。奥巴马从伊拉克撤军的计划似乎和国内经济刺激联系在一起，这是个好征兆，但在11月大选前，还是很难有财政刺激计划。
  刚刚公布的ISM好于预期。各个区域都很差的PMI被ISM所证伪。"			"伯南克在上周五的Jackson Hole没有明确要搞QE2，但也给了强烈暗示：（1) growth has been weaker than the Fed expected (and the Fed’s expectations were not high); (2) unemployment is likely to stay elevated, and it is a “central concern of policy”; (3) quantitative easing has worked in the past and it is the best of the policy options open to the Fed for providing more stimulus; (4) “the FOMC will strongly resist deviations from price stability in the downward direction”; and (5) “regardless of the risks of deflation, the FOMC will do all that it can to ensure continuation of the economic recovery.”
（也被解读为：Chairman Bernanke’s Jackson Hole speech gave a clear indication that additional monetary stimulus will be discussed at the next meeting. ）"
20100901 Rogoff Why America Isn’t Working	"雷曼事件已经快过去2年了，但美国失业率竟然仍在10%，难怪11月马上要进行的国会选举，选民非常愤怒。但其实没什么好办法，正如我们的（“著名的”）书中所提到的，这种漫长弱复苏的金融危机以后的常态。
  有人支持减税。但减税并非没有缺点。缺点包括：1.当前政府债负担已经很高。2.减税不见得增加需求，因为居民可以把钱存起来。3.实际上一半美国人并不交税，如果减税，这是对富人好。
  大幅的增加政府开支，很难有理性的讨论，效率可能很低。
  总之，G20的逐步稳定政府债务的策略，看起来是一个合理的办法
（Rogoff支持一定程度的财政整顿，Rogoff缺乏周期思维；未来不打算仔细读Rogoff的文章）"			
20100902 bca.gfis_wr WHIPLASH	中美PMI都表现不错。			
20100902 GS AEA	美国2010H1的放缓没有拉下Asia，是因为美国对亚洲进口很多，但不可持续。未来Asia会放缓。中国主动紧缩政策超出预期，在经济已经放缓的情况，中国在Q3仍没有明显放松政策。虽然有传言发改委在7月已经开始放项目，但数据上看不出。最新的中国FCI并没有显示有放松倾向。中美因素预示着Asia将会走弱。			
20100903 bca.usis_wr FACING REALITY	当前是惊喜指数已经如此之低，意味着投资者已经大体price in了经济走弱。			
20100903 安信证券 高善文	考虑到劳动力成本因素， 未来几年中国 CPI 的中轴水平将出现系统性地抬升。 CPI 将从过去 十年 2% 的均值水平上升到 3-4%。货币政策基调在今年下半到明中性略偏紧，在明年2季度经济动量有所恢复、通货膨胀可能破 4% 的宏观背景下，有可能上调存款利率以修正负利率，同等幅度的加贷款必要性不强。因私人部门投资意愿仍将较弱、房地产趋势向下，财政可能在 2010 年下半出现一些放松， 具体现为财政项目审批的放松、 已有项目建设进度的加快。（也没有看到2011H1的房地产强势）			
